X,Y,class
0.0315949936332135,0.986987757908264,0
2.115097840006,-0.04624396793368,1
0.882489720242953,-0.0757560551519282,0
-0.0551441039549331,-0.0373324592221146,1
0.829545028102934,-0.539321493036699,1
2.11285707634287,0.6620835334836,1
0.569692699760263,0.337441357529137,0
0.952174536196755,-0.753074709138211,1
-0.0292211457366731,0.392873356326277,1
1.7157955733794,0.360694539421104,1
-0.27883014163834,0.614205386213813,1
2.00344508668566,-0.309149603934752,1
1.50009615948141,-0.746363759632414,1
1.2254083492697,1.19793016867408,0
0.467308193417261,0.54703192245003,0
-0.366532223176395,1.11971633418467,0
0.301244594288355,1.23315697133004,0
0.304307462703707,0.823739353802882,0
-0.237124915639501,0.778760335469834,0
1.16339831780773,0.552902383734367,0
-0.597024165545174,0.657236099118776,0
0.463567350124808,-0.195154298389205,1
0.684511114237967,0.75287685225915,0
0.705156988905712,-0.458924440076063,1
-0.65805007873817,-0.129442112198236,0
-0.746629463206858,-0.382963203728794,0
0.605852256396811,0.312528419669986,0
2.18137168304903,-0.0229174692768948,1
1.91980633407056,0.172473288963402,1
1.48343640207438,-0.105170231498463,1
0.47404722604782,-0.145750671963628,1
1.05614604676883,-1.03570206804983,1
1.86500732296223,-0.0110787373471925,1
0.419472102151698,-0.324781011507237,1
0.0687325777712762,0.566484670287699,1
-0.173324324763266,1.00215130768573,0
0.124124206481288,1.0006289185761,0
0.181211422788184,0.247177430909605,1
-0.254515593067791,0.193172715930112,1
1.02580668139121,-0.625745662327374,1
1.52002143103172,-0.0451558127537309,0
0.641740367506345,-0.393694683706396,1
-0.876155887163045,0.0465662025134651,0
-1.06964997366814,0.136660247316163,0
1.02658765448287,0.377824576902275,0
0.931313254314998,1.38517841197155,0
0.676805436354738,1.5718993127141,0
-0.368857330973253,0.728866014170262,0
-1.02465495490672,0.161902146366427,0
0.774553847884452,0.153758032094123,0
1.4045116008148,-0.00705700513831449,1
-0.381471742167255,-0.234887466534901,1
0.721552244628936,0.447216575087707,0
-0.513466859539571,0.678690954532608,0
0.321185461503124,0.286686668541998,0
0.195362803752706,0.160851065149331,1
0.528241961640499,0.983009931544712,0
-0.221653896894356,0.251601387051285,0
0.223346763556176,1.32217182648058,0
-0.107045718122683,0.561783262563631,1
0.63651685160401,0.754448252343897,0
-0.37227847849344,0.992913166082031,0
0.207180832659817,-0.0976714273989191,1
0.127331419090438,-0.379654896711895,1
0.714352308258042,-0.799941612146002,1
1.09487813634706,-0.368418448219074,1
-0.148143622832824,0.961586568618711,0
1.586187998578,-0.629845165616228,1
0.74444550632522,0.576613706863228,0
2.18011027773007,-0.699777507780252,1
0.245755935481596,0.849638301178697,0
-0.950035813600206,0.903616989336014,0
-0.882307583303238,0.0724904419664824,0
2.02297078750675,0.123251482324495,1
2.14577321017508,0.462963617314429,1
0.355364683927279,-0.678479886368188,1
0.346650258847415,1.11570676119345,0
1.73923730061089,0.45900352420145,1
0.638564669635031,-0.447184434165115,1
1.28766870113455,-0.49103660093247,1
-0.137726069348462,1.24532619871256,0
-0.561753031216108,1.05486051006088,0
1.29003747909805,-0.206914047504865,1
-0.8753936535485,0.505434229926717,0
-0.928582491948182,-0.456319905239364,0
0.0249363207864651,0.107479583386868,1
0.197255899183482,-0.0680166798199708,1
0.73346056495457,0.281619288088512,0
1.68294433827143,-0.202042303172769,1
0.507641240396447,-0.117319793347525,1
1.66760217475515,-0.424856652271737,1
-0.821722821043664,0.631410662916201,0
0.301709026643052,0.78603533945512,0
1.37671504705811,-0.809151074180373,1
1.17037550831432,0.598406526905386,0
1.69945309432645,0.587719669816586,1
0.218623233525006,-0.652521186763145,1
0.952914284749619,-0.419765639576749,1
-1.31850034439438,0.423112349615335,0
-1.29681764444252,0.184147090230797,0
